Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Steering,Throttle,Brake,LocalVelX,LocalVelY,LocalVelZ,AccLat,AccLong,AccVert,Yaw,Pitch,Roll,DistFromIdeal,Curva,LapTime
278.40,127.595,0.048,-54.714,-10.336,-0.002,-13.429,1.000,1.000,0.000,-0.733,-0.056,16.931,12.131,-0.072,5.641,220.065,359.807,0.302,55.752,"Curva 1.",6.48
278.42,127.389,0.048,-54.986,-10.595,-0.002,-13.353,1.000,1.000,0.000,-0.771,-0.056,17.029,12.249,-0.062,5.621,221.022,359.805,0.300,55.692,"Curva 1.",6.50
278.44,127.179,0.048,-55.257,-10.852,-0.002,-13.275,0.806,1.000,0.000,-0.814,-0.056,17.127,12.169,-0.082,5.695,221.986,359.804,0.295,55.628,"Curva 1.",6.52
278.46,126.963,0.048,-55.527,-11.101,-0.003,-13.200,0.806,1.000,0.000,-0.867,-0.058,17.225,11.683,-0.108,5.719,222.943,359.802,0.272,55.562,"Curva 1.",6.54
278.48,126.742,0.048,-55.795,-11.350,-0.004,-13.121,0.506,1.000,0.000,-0.918,-0.060,17.324,11.690,-0.169,5.768,223.893,359.801,0.281,55.493,"Curva 1.",6.56
278.50,126.516,0.048,-56.061,-11.591,-0.006,-13.049,0.506,1.000,0.000,-0.978,-0.062,17.426,11.085,-0.148,5.943,224.823,359.800,0.265,55.420,"Curva 1.",6.58
278.52,126.285,0.048,-56.327,-11.813,-0.007,-12.993,0.506,1.000,0.000,-1.051,-0.065,17.529,9.735,-0.086,6.008,225.705,359.798,0.193,55.345,"Curva 1.",6.60
278.54,126.049,0.047,-56.591,-12.043,-0.009,-12.928,0.506,1.000,0.000,-1.104,-0.067,17.634,10.294,-0.201,6.143,226.551,359.798,0.249,55.267,"Curva 1.",6.62
278.56,125.808,0.047,-56.853,-12.280,-0.010,-12.855,0.506,1.000,0.000,-1.141,-0.067,17.741,10.687,-0.125,6.220,227.366,359.797,0.307,55.185,"Curva 1.",6.64
278.58,125.563,0.047,-57.114,-12.518,-0.005,-12.778,0.506,1.000,0.000,-1.169,-0.064,17.849,10.823,0.201,6.283,228.156,359.793,0.258,55.102,"Curva 1.",6.66
278.60,125.313,0.047,-57.373,-12.744,0.000,-12.715,0.506,1.000,0.000,-1.204,-0.063,17.962,9.800,0.195,6.468,228.900,359.787,0.177,55.015,"Curva 1.",6.68
278.62,125.058,0.047,-57.631,-12.936,-0.002,-12.692,0.506,1.000,0.000,-1.263,-0.067,18.078,7.116,-0.141,6.528,229.541,359.785,0.100,54.927,"Curva 1.",6.70
278.64,124.798,0.047,-57.888,-13.139,-0.008,-12.659,0.506,1.000,0.000,-1.283,-0.071,18.200,7.767,-0.355,6.750,230.097,359.786,0.209,54.835,"Curva 1.",6.72
278.66,124.533,0.047,-58.143,-13.347,-0.011,-12.624,0.390,1.000,0.000,-1.276,-0.074,18.327,7.970,-0.211,6.900,230.577,359.786,0.249,54.741,"Curva 1.",6.74
278.68,124.265,0.046,-58.398,-13.557,-0.007,-12.589,0.390,1.000,0.000,-1.248,-0.074,18.458,7.969,0.167,7.043,230.989,359.781,0.157,54.646,"Curva 1.",6.76
278.70,123.991,0.046,-58.652,-13.772,-0.004,-12.550,0.390,1.000,0.000,-1.201,-0.074,18.594,8.238,0.067,7.226,231.352,359.775,0.165,54.548,"Curva 1.",6.78
278.72,123.713,0.046,-58.904,-13.993,-0.004,-12.510,0.390,1.000,0.000,-1.136,-0.075,18.736,8.413,-0.072,7.442,231.672,359.769,0.241,54.447,"Curva 1.",6.80
278.74,123.430,0.046,-59.155,-14.212,-0.003,-12.480,0.390,1.000,0.000,-1.067,-0.077,18.883,7.934,0.022,7.656,231.945,359.762,0.194,54.346,"Curva 1.",6.82
278.76,123.143,0.046,-59.407,-14.430,-0.001,-12.457,0.371,1.000,0.000,-0.992,-0.080,19.037,7.595,0.035,7.893,232.180,359.756,0.133,54.242,"Curva 1.",6.84
278.78,122.851,0.046,-59.656,-14.649,-0.004,-12.437,0.371,1.000,0.000,-0.910,-0.084,19.194,7.473,-0.192,8.073,232.382,359.751,0.178,54.137,"Curva 1.",6.86
278.80,122.554,0.046,-59.906,-14.864,-0.007,-12.427,0.342,1.000,0.000,-0.826,-0.089,19.356,6.923,-0.210,8.231,232.546,359.749,0.184,54.030,"Curva 1.",6.88
278.82,122.254,0.045,-60.156,-15.081,-0.007,-12.419,0.342,1.000,0.000,-0.735,-0.092,19.523,6.904,-0.093,8.421,232.684,359.746,0.150,53.922,"Curva 1.",6.90
278.84,121.948,0.045,-60.404,-15.310,-0.008,-12.403,0.293,1.000,0.000,-0.632,-0.095,19.693,7.541,-0.087,8.622,232.826,359.741,0.186,53.812,"Curva 1.",6.92
278.86,121.638,0.045,-60.653,-15.542,-0.008,-12.386,0.293,1.000,0.000,-0.533,-0.097,19.866,7.684,-0.058,8.711,232.982,359.737,0.213,53.701,"Curva 1.",6.94
278.88,121.323,0.045,-60.902,-15.780,-0.005,-12.363,0.293,1.000,0.000,-0.437,-0.098,20.041,8.065,0.053,8.876,233.171,359.732,0.199,53.590,"Curva 1.",6.96
278.90,121.004,0.045,-61.151,-16.015,-0.003,-12.349,0.293,1.000,0.000,-0.363,-0.099,20.219,7.564,0.035,8.993,233.392,359.726,0.161,53.477,"Curva 1.",6.98
278.92,120.681,0.045,-61.399,-16.246,-0.004,-12.341,0.293,1.000,0.000,-0.305,-0.103,20.399,7.177,-0.114,9.087,233.636,359.721,0.162,53.364,"Curva 1.",7.00
278.94,120.352,0.045,-61.648,-16.474,-0.006,-12.339,0.293,1.000,0.000,-0.260,-0.106,20.581,6.774,-0.173,9.144,233.889,359.720,0.169,53.250,"Curva 1.",7.02
278.96,120.020,0.044,-61.896,-16.697,-0.008,-12.343,0.293,1.000,0.000,-0.224,-0.109,20.763,6.351,-0.138,9.156,234.143,359.719,0.146,53.135,"Curva 1.",7.04
278.98,119.683,0.044,-62.145,-16.917,-0.009,-12.350,0.274,1.000,0.000,-0.192,-0.111,20.944,6.138,-0.112,9.123,234.393,359.719,0.134,53.020,"Curva 1.",7.06
279.00,119.341,0.044,-62.394,-17.134,-0.010,-12.356,0.274,1.000,0.000,-0.160,-0.113,21.124,6.029,-0.102,9.047,234.636,359.720,0.149,52.904,"Curva 1.",7.08
279.02,118.996,0.044,-62.643,-17.347,-0.009,-12.365,0.090,1.000,0.000,-0.130,-0.113,21.302,5.778,-0.037,8.943,234.868,359.720,0.141,52.789,"Curva 1.",7.10
279.04,118.646,0.044,-62.892,-17.554,-0.008,-12.376,0.090,1.000,0.000,-0.103,-0.113,21.477,5.457,0.025,8.798,235.089,359.720,0.117,52.673,"Curva 1.",7.12
279.06,118.292,0.044,-63.141,-17.754,-0.007,-12.389,0.090,1.000,0.000,-0.078,-0.112,21.649,5.174,-0.007,8.610,235.299,359.720,0.116,52.558,"Curva 1.",7.14
279.08,117.934,0.043,-63.391,-17.949,-0.006,-12.402,0.090,1.000,0.000,-0.054,-0.112,21.816,4.965,-0.027,8.393,235.499,359.722,0.123,52.443,"Curva 1.",7.16
279.10,117.572,0.043,-63.641,-18.136,-0.006,-12.417,0.090,1.000,0.000,-0.035,-0.111,21.979,4.646,-0.022,8.149,235.691,359.725,0.108,6.623,,7.18
279.12,117.207,0.043,-63.891,-18.316,-0.006,-12.433,0.041,1.000,0.000,-0.019,-0.111,22.136,4.420,-0.048,7.889,235.880,359.727,0.096,6.669,,7.20
279.14,116.838,0.043,-64.141,-18.481,-0.006,-12.460,0.041,1.000,0.000,-0.015,-0.111,22.289,3.487,-0.049,7.627,236.052,359.730,0.064,6.743,,7.22
279.16,116.466,0.043,-64.393,-18.626,-0.007,-12.509,0.012,1.000,0.000,-0.024,-0.111,22.436,1.996,-0.069,7.381,236.178,359.733,0.006,6.845,,7.24
279.18,116.091,0.043,-64.644,-18.767,-0.008,-12.555,0.012,1.000,0.000,-0.019,-0.112,22.580,2.001,-0.070,7.164,236.267,359.736,0.046,6.974,,7.26
279.20,115.713,0.043,-64.897,-18.898,-0.008,-12.610,0.099,1.000,0.000,-0.013,-0.111,22.719,1.341,-0.029,6.962,236.320,359.738,0.046,7.130,,7.28
279.22,115.333,0.043,-65.151,-19.019,-0.007,-12.672,0.099,1.000,0.000,-0.010,-0.111,22.854,0.774,0.007,6.755,236.350,359.739,359.991,7.311,,7.30
279.24,114.951,0.043,-65.405,-19.135,-0.006,-12.735,0.099,1.000,0.000,-0.004,-0.110,22.985,0.569,0.012,6.553,236.365,359.740,-0.005,7.517,,7.32
279.26,114.566,0.042,-65.661,-19.247,-0.005,-12.797,0.099,1.000,0.000,0.003,-0.110,23.113,0.530,0.013,6.382,236.372,359.741,0.033,7.745,,7.34
279.28,114.179,0.042,-65.919,-19.352,-0.004,-12.863,0.099,1.000,0.000,0.005,-0.109,23.237,0.155,0.003,6.235,236.377,359.741,0.003,7.996,,7.36
279.30,113.790,0.042,-66.177,-19.455,-0.004,-12.930,0.206,1.000,0.000,0.003,-0.110,23.360,0.057,-0.009,6.110,236.383,359.741,359.977,8.266,,7.38
279.32,113.398,0.042,-66.437,-19.562,-0.004,-12.986,0.206,1.000,0.000,0.010,-0.110,23.480,0.668,-0.040,6.004,236.399,359.741,0.036,8.554,,7.40
279.34,113.005,0.042,-66.698,-19.674,-0.004,-13.031,0.409,1.000,0.000,0.018,-0.111,23.598,1.171,-0.034,5.914,236.436,359.741,0.066,8.860,,7.42
279.36,112.610,0.042,-66.960,-19.786,-0.004,-13.073,0.409,1.000,0.000,0.019,-0.112,23.715,1.360,-0.029,5.839,236.500,359.741,0.025,9.181,,7.44
279.38,112.212,0.042,-67.222,-19.909,-0.005,-13.096,0.409,1.000,0.000,0.026,-0.113,23.830,2.455,-0.042,5.771,236.601,359.739,0.068,9.516,,7.46
279.40,111.812,0.042,-67.485,-20.034,-0.005,-13.114,0.409,1.000,0.000,0.029,-0.114,23.945,2.651,-0.038,5.722,236.722,359.739,0.095,9.863,,7.48
279.42,111.409,0.042,-67.749,-20.157,-0.005,-13.135,0.419,1.000,0.000,0.024,-0.115,24.059,2.464,-0.010,5.702,236.853,359.737,0.046,10.223,,7.50
279.44,111.004,0.042,-68.013,-20.291,-0.005,-13.135,0.419,1.000,0.000,0.032,-0.116,24.171,3.648,-0.034,5.634,237.006,359.735,0.096,10.593,,7.52
279.46,110.596,0.041,-68.276,-20.442,-0.005,-13.107,0.419,1.000,0.000,0.055,-0.117,24.283,5.265,-0.043,5.574,237.202,359.734,0.199,10.972,,7.54
279.48,110.185,0.041,-68.540,-20.587,-0.003,-13.086,0.419,1.000,0.000,0.054,-0.117,24.393,4.818,0.035,5.538,237.432,359.733,0.115,11.361,,7.56
279.50,109.772,0.041,-68.803,-20.732,-0.002,-13.060,0.400,1.000,0.000,0.047,-0.117,24.502,4.991,0.015,5.445,237.682,359.731,0.068,11.758,,7.58
279.52,109.355,0.041,-69.065,-20.886,-0.004,-13.019,0.400,1.000,0.000,0.054,-0.119,24.610,5.811,-0.118,5.407,237.937,359.731,0.180,12.162,,7.60
279.54,108.936,0.041,-69.326,-21.037,-0.005,-12.982,0.400,1.000,0.000,0.057,-0.121,24.720,5.573,-0.099,5.476,238.190,359.730,0.173,12.573,,7.62
279.56,108.513,0.041,-69.587,-21.184,-0.004,-12.950,0.332,1.000,0.000,0.051,-0.122,24.828,5.187,0.025,5.417,238.446,359.728,0.075,12.991,,7.64
279.58,108.088,0.041,-69.847,-21.335,-0.005,-12.908,0.332,1.000,0.000,0.054,-0.124,24.935,5.689,-0.110,5.353,238.699,359.727,0.129,13.415,,7.66
279.60,107.659,0.041,-70.106,-21.486,-0.006,-12.868,0.332,1.000,0.000,0.060,-0.127,25.044,5.655,-0.104,5.455,238.945,359.725,0.184,13.844,,7.68
279.62,107.228,0.041,-70.365,-21.632,-0.005,-12.836,0.235,1.000,0.000,0.056,-0.127,25.154,5.073,0.023,5.453,239.188,359.723,0.103,14.280,,7.70
279.64,106.793,0.041,-70.623,-21.776,-0.005,-12.806,0.235,1.000,0.000,0.051,-0.128,25.262,4.945,-0.014,5.419,239.423,359.721,0.076,14.720,,7.72
279.66,106.356,0.040,-70.880,-21.919,-0.006,-12.778,0.235,1.000,0.000,0.053,-0.130,25.371,4.861,-0.083,5.471,239.640,359.720,0.138,15.165,,7.74
279.68,105.915,0.040,-71.137,-22.060,-0.006,-12.754,0.187,1.000,0.000,0.054,-0.131,25.481,4.552,-0.045,5.505,239.844,359.718,0.128,15.616,,7.76
279.70,105.472,0.040,-71.393,-22.193,-0.005,-12.743,0.187,1.000,0.000,0.046,-0.132,25.591,3.797,0.016,5.461,240.033,359.716,0.049,16.071,,7.78
279.72,105.027,0.040,-71.649,-22.321,-0.005,-12.739,0.187,1.000,0.000,0.040,-0.133,25.700,3.348,-0.043,5.447,240.197,359.715,0.052,16.531,,7.80
279.74,104.578,0.040,-71.905,-22.451,-0.006,-12.731,0.187,1.000,0.000,0.046,-0.135,25.809,3.558,-0.072,5.470,240.341,359.715,0.121,16.995,,7.82
279.76,104.127,0.040,-72.161,-22.576,-0.006,-12.731,0.187,1.000,0.000,0.046,-0.135,25.918,3.081,-0.026,5.419,240.478,359.714,0.079,17.463,,7.84
279.78,103.674,0.040,-72.417,-22.694,-0.005,-12.737,0.187,1.000,0.000,0.038,-0.135,26.024,2.650,0.013,5.333,240.612,359.713,0.019,17.936,,7.86
279.80,103.218,0.040,-72.672,-22.813,-0.005,-12.742,0.187,1.000,0.000,0.037,-0.136,26.130,2.698,-0.041,5.301,240.734,359.712,0.066,18.413,,7.88
279.82,102.760,0.040,-72.928,-22.932,-0.005,-12.747,0.187,1.000,0.000,0.039,-0.137,26.236,2.679,-0.032,5.280,240.846,359.712,0.097,18.893,,7.90
279.84,102.300,0.039,-73.184,-23.044,-0.005,-12.758,0.187,1.000,0.000,0.034,-0.138,26.340,2.261,-0.003,5.197,240.956,359.711,0.035,19.378,,7.92
279.86,101.837,0.039,-73.440,-23.158,-0.004,-12.764,0.187,1.000,0.000,0.032,-0.138,26.443,2.457,-0.016,5.137,241.067,359.710,0.038,19.866,,7.94
279.88,101.372,0.039,-73.696,-23.274,-0.005,-12.765,0.187,1.000,0.000,0.037,-0.139,26.545,2.774,-0.039,5.106,241.177,359.710,0.097,20.358,,7.96
279.90,100.905,0.039,-73.952,-23.386,-0.005,-12.771,0.187,1.000,0.000,0.034,-0.140,26.646,2.437,-0.022,5.052,241.288,359.709,0.064,20.853,,7.98
279.92,100.435,0.039,-74.209,-23.497,-0.004,-12.777,0.187,1.000,0.000,0.029,-0.141,26.746,2.360,-0.015,4.990,241.400,359.708,0.026,21.352,,8.00
279.94,99.963,0.039,-74.465,-23.611,-0.005,-12.775,0.187,1.000,0.000,0.033,-0.142,26.845,2.807,-0.050,4.962,241.512,359.707,0.081,21.853,,8.02
279.96,99.489,0.039,-74.721,-23.723,-0.005,-12.774,0.187,1.000,0.000,0.036,-0.144,26.944,2.719,-0.045,4.937,241.623,359.706,0.090,22.358,,8.04
279.98,99.013,0.039,-74.978,-23.832,-0.004,-12.778,0.187,1.000,0.000,0.031,-0.144,27.041,2.396,0.000,4.882,241.735,359.704,0.034,22.866,,8.06
280.00,98.535,0.039,-75.234,-23.943,-0.004,-12.776,0.187,1.000,0.000,0.032,-0.145,27.138,2.718,-0.024,4.850,241.849,359.704,0.056,23.377,,8.08
280.02,98.054,0.039,-75.490,-24.056,-0.005,-12.770,0.187,1.000,0.000,0.037,-0.146,27.235,2.913,-0.050,4.840,241.961,359.703,0.101,23.891,,8.10
280.04,97.571,0.038,-75.747,-24.164,-0.005,-12.771,0.187,1.000,0.000,0.034,-0.147,27.331,2.510,-0.017,4.795,242.073,359.701,0.053,24.408,,8.12
280.06,97.086,0.038,-76.003,-24.272,-0.004,-12.770,0.187,1.000,0.000,0.030,-0.148,27.426,2.526,-0.010,4.748,242.186,359.700,0.033,24.927,,8.14
280.08,96.599,0.038,-76.259,-24.383,-0.005,-12.763,0.187,1.000,0.000,0.036,-0.149,27.521,2.916,-0.047,4.735,242.296,359.699,0.092,25.449,,8.16
280.10,96.110,0.038,-76.515,-24.491,-0.005,-12.759,0.187,1.000,0.000,0.036,-0.150,27.615,2.665,-0.030,4.708,242.406,359.698,0.080,25.974,,8.18
280.12,95.618,0.038,-76.772,-24.596,-0.004,-12.759,0.187,1.000,0.000,0.031,-0.151,27.708,2.428,-0.009,4.654,242.517,359.697,0.029,26.501,,8.20
280.14,95.125,0.038,-77.027,-24.704,-0.005,-12.751,0.187,1.000,0.000,0.034,-0.152,27.800,2.829,-0.039,4.624,242.629,359.696,0.069,27.031,,8.22
280.16,94.629,0.038,-77.283,-24.812,-0.005,-12.743,0.187,1.000,0.000,0.038,-0.153,27.893,2.866,-0.036,4.607,242.739,359.695,0.098,27.563,,8.24
280.18,94.131,0.038,-77.539,-24.916,-0.004,-12.741,0.187,1.000,0.000,0.033,-0.154,27.984,2.455,-0.010,4.557,242.849,359.694,0.042,28.098,,8.26
280.20,93.631,0.038,-77.794,-25.020,-0.004,-12.734,0.187,1.000,0.000,0.032,-0.155,28.074,2.660,-0.020,4.515,242.961,359.693,0.045,28.635,,8.28
280.22,93.129,0.038,-78.049,-25.128,-0.005,-12.722,0.187,1.000,0.000,0.038,-0.156,28.164,2.969,-0.049,4.500,243.070,359.692,0.100,29.174,,8.30
280.24,92.625,0.037,-78.305,-25.231,-0.005,-12.716,0.187,1.000,0.000,0.036,-0.157,28.253,2.611,-0.021,4.463,243.180,359.691,0.067,29.716,,8.32
280.26,92.119,0.037,-78.560,-25.332,-0.004,-12.710,0.187,1.000,0.000,0.032,-0.157,28.342,2.522,-0.006,4.410,243.291,359.691,0.031,30.260,,8.34
280.28,91.610,0.037,-78.814,-25.437,-0.004,-12.697,0.187,1.000,0.000,0.036,-0.158,28.429,2.961,-0.039,4.387,243.401,359.690,0.084,30.807,,8.36
280.30,91.100,0.037,-79.069,-25.541,-0.005,-12.685,0.187,1.000,0.000,0.039,-0.160,28.517,2.845,-0.038,4.364,243.511,359.689,0.092,31.355,,8.38
280.32,90.587,0.037,-79.324,-25.640,-0.004,-12.678,0.187,1.000,0.000,0.033,-0.160,28.603,2.504,-0.004,4.309,243.623,359.688,0.034,31.906,,8.40
280.34,90.073,0.037,-79.578,-25.742,-0.004,-12.665,0.187,1.000,0.000,0.034,-0.161,28.688,2.833,-0.036,4.274,243.734,359.687,0.060,32.458,,8.42
280.36,89.556,0.037,-79.831,-25.845,-0.005,-12.649,0.187,1.000,0.000,0.039,-0.162,28.774,2.992,-0.045,4.259,243.843,359.686,0.102,33.013,,8.44
280.38,89.038,0.037,-80.085,-25.943,-0.004,-12.640,0.187,1.000,0.000,0.036,-0.163,28.858,2.576,-0.001,4.217,243.953,359.685,0.053,33.570,,8.46
280.40,88.518,0.037,-80.339,-26.041,-0.004,-12.628,0.187,1.000,0.000,0.033,-0.164,28.941,2.652,-0.011,4.171,244.064,359.684,0.038,34.129,,8.48
280.42,87.995,0.037,-80.591,-26.143,-0.004,-12.610,0.187,1.000,0.000,0.039,-0.165,29.024,3.038,-0.045,4.151,244.173,359.683,0.096,34.689,,8.50
280.44,87.471,0.037,-80.844,-26.241,-0.004,-12.596,0.187,1.000,0.000,0.039,-0.166,29.107,2.760,-0.028,4.124,244.281,359.682,0.079,35.252,,8.52
280.46,86.945,0.036,-81.097,-26.336,-0.004,-12.586,0.177,1.000,0.000,0.033,-0.166,29.188,2.525,-0.015,4.080,244.392,359.681,0.030,35.817,,8.54
280.48,86.416,0.036,-81.349,-26.434,-0.004,-12.567,0.177,1.000,0.000,0.037,-0.167,29.269,2.951,-0.035,4.037,244.501,359.681,0.074,36.383,,8.56
280.50,85.886,0.036,-81.601,-26.533,-0.004,-12.548,0.196,1.000,0.000,0.041,-0.168,29.350,2.964,-0.034,4.021,244.609,359.680,0.100,36.952,,8.58
280.52,85.354,0.036,-81.853,-26.626,-0.004,-12.537,0.196,1.000,0.000,0.035,-0.169,29.430,2.474,-0.008,3.991,244.717,359.679,0.038,37.522,,8.60
280.54,84.820,0.036,-82.104,-26.720,-0.004,-12.523,0.196,1.000,0.000,0.033,-0.170,29.508,2.628,-0.026,3.942,244.823,359.678,0.041,38.094,,8.62
280.56,84.284,0.036,-82.354,-26.816,-0.004,-12.503,0.196,1.000,0.000,0.040,-0.171,29.587,2.978,-0.039,3.916,244.925,359.677,0.104,38.668,,8.64
280.58,83.746,0.036,-82.605,-26.908,-0.004,-12.490,0.409,1.000,0.000,0.038,-0.172,29.665,2.541,-0.018,3.898,245.027,359.676,0.064,39.244,,8.66
280.60,83.207,0.036,-82.856,-26.999,-0.004,-12.476,0.409,1.000,0.000,0.034,-0.172,29.742,2.526,-0.005,3.857,245.134,359.675,0.029,39.821,,8.68
280.62,82.665,0.036,-83.105,-27.095,-0.004,-12.450,0.409,1.000,0.000,0.040,-0.173,29.818,3.220,-0.032,3.805,245.245,359.675,0.099,40.400,,8.70
280.64,82.121,0.036,-83.355,-27.189,-0.004,-12.426,0.409,1.000,0.000,0.042,-0.174,29.894,3.037,-0.033,3.789,245.359,359.674,0.098,40.981,,8.72
280.66,81.576,0.036,-83.604,-27.280,-0.003,-12.409,0.409,1.000,0.000,0.034,-0.175,29.969,2.671,0.007,3.759,245.476,359.673,0.030,41.564,,8.74
280.68,81.029,0.035,-83.852,-27.374,-0.004,-12.381,0.409,1.000,0.000,0.037,-0.176,30.043,3.199,-0.040,3.699,245.592,359.672,0.073,42.148,,8.76
280.70,80.480,0.035,-84.100,-27.469,-0.004,-12.350,0.467,1.000,0.000,0.045,-0.177,30.116,3.364,-0.046,3.677,245.705,359.672,0.118,42.734,,8.78
280.72,79.929,0.035,-84.347,-27.568,-0.004,-12.307,0.467,1.000,0.000,0.051,-0.177,30.189,3.992,-0.014,3.639,245.846,359.671,0.109,43.321,,8.80
280.74,79.376,0.035,-84.593,-27.680,-0.003,-12.227,0.467,1.000,0.000,0.063,-0.178,30.260,5.928,-0.003,3.518,246.047,359.670,0.173,43.910,,8.82
280.76,78.821,0.035,-84.838,-27.793,-0.002,-12.142,0.555,1.000,0.000,0.060,-0.178,30.329,6.151,-0.004,3.455,246.287,359.669,0.172,44.500,,8.84
280.78,78.264,0.035,-85.081,-27.908,-0.001,-12.048,0.555,1.000,0.000,0.056,-0.178,30.397,6.582,0.018,3.415,246.543,359.668,0.144,45.091,,8.86
280.80,77.704,0.035,-85.321,-28.030,-0.002,-11.933,0.555,1.000,0.000,0.070,-0.179,30.464,7.732,-0.071,3.330,246.808,359.668,0.205,45.683,,8.88
280.82,77.142,0.035,-85.560,-28.151,-0.002,-11.816,0.555,1.000,0.000,0.083,-0.180,30.529,7.721,-0.068,3.291,247.073,359.667,0.209,46.277,,8.90
280.84,76.578,0.035,-85.797,-28.267,-0.002,-11.708,0.555,1.000,0.000,0.086,-0.181,30.595,7.230,-0.022,3.260,247.340,359.666,0.141,46.871,,8.92
280.86,76.011,0.035,-86.030,-28.386,-0.003,-11.586,0.555,1.000,0.000,0.097,-0.183,30.658,7.906,-0.118,3.180,247.614,359.665,0.188,47.466,,8.94
280.88,75.442,0.035,-86.261,-28.510,-0.005,-11.450,0.555,1.000,0.000,0.112,-0.185,30.722,8.600,-0.120,3.199,247.908,359.665,0.260,48.063,,8.96
280.90,74.870,0.035,-86.491,-28.628,-0.003,-11.328,0.555,1.000,0.000,0.103,-0.185,30.787,7.904,0.022,3.235,248.220,359.663,0.174,48.660,,8.98
280.92,74.296,0.035,-86.717,-28.748,-0.003,-11.198,0.526,1.000,0.000,0.096,-0.185,30.851,8.218,-0.017,3.174,248.539,359.662,0.157,49.258,,9.00
280.94,73.720,0.035,-86.940,-28.871,-0.004,-11.051,0.526,1.000,0.000,0.108,-0.187,30.913,9.061,-0.117,3.120,248.853,359.661,0.262,49.857,,9.02
280.96,73.141,0.035,-87.161,-28.991,-0.004,-10.915,0.526,1.000,0.000,0.112,-0.188,30.977,8.525,-0.035,3.185,249.162,359.660,0.223,50.457,,9.04
280.98,72.560,0.034,-87.380,-29.106,-0.002,-10.785,0.526,1.000,0.000,0.106,-0.187,31.039,8.102,0.054,3.113,249.472,359.658,0.136,51.058,,9.06
281.00,71.976,0.034,-87.595,-29.225,-0.003,-10.640,0.526,1.000,0.000,0.116,-0.189,31.101,8.842,-0.123,3.055,249.780,359.658,0.222,51.659,,9.08
281.02,71.390,0.034,-87.807,-29.343,-0.004,-10.497,0.526,1.000,0.000,0.124,-0.191,31.163,8.706,-0.121,3.129,250.086,359.658,0.257,52.261,,9.10
281.04,70.802,0.034,-88.018,-29.454,-0.003,-10.370,0.516,1.000,0.000,0.112,-0.190,31.225,7.875,0.040,3.082,250.397,359.657,0.146,52.865,,9.12
281.06,70.212,0.034,-88.225,-29.565,-0.003,-10.234,0.516,1.000,0.000,0.109,-0.191,31.286,8.261,-0.057,3.011,250.706,359.656,0.167,53.469,,9.14
281.08,69.619,0.034,-88.428,-29.678,-0.005,-10.092,0.516,1.000,0.000,0.118,-0.193,31.346,8.541,-0.134,3.010,251.002,359.656,0.254,54.073,,9.16
281.10,69.024,0.034,-88.630,-29.785,-0.004,-9.964,0.516,1.000,0.000,0.115,-0.193,31.406,7.776,-0.006,3.008,251.292,359.655,0.182,54.679,,9.18
281.12,68.427,0.034,-88.830,-29.889,-0.003,-9.838,0.516,1.000,0.000,0.109,-0.193,31.465,7.605,0.029,2.938,251.582,359.654,0.129,55.286,,9.20
281.14,67.828,0.034,-89.026,-29.996,-0.004,-9.699,0.516,1.000,0.000,0.117,-0.194,31.524,8.268,-0.104,2.919,251.867,359.654,0.226,55.893,,9.22
281.16,67.227,0.034,-89.219,-30.100,-0.004,-9.567,0.516,1.000,0.000,0.119,-0.196,31.583,7.896,-0.069,2.953,252.151,359.654,0.223,56.501,,9.24
281.18,66.624,0.034,-89.411,-30.200,-0.002,-9.445,0.516,1.000,0.000,0.106,-0.195,31.641,7.304,0.061,2.902,252.439,359.652,0.124,57.110,,9.26
281.20,66.018,0.034,-89.599,-30.301,-0.003,-9.308,0.516,1.000,0.000,0.109,-0.196,31.698,8.049,-0.076,2.825,252.726,359.652,0.186,57.719,,9.28
281.22,65.411,0.034,-89.785,-30.404,-0.004,-9.165,0.516,1.000,0.000,0.119,-0.197,31.755,8.327,-0.104,2.824,253.009,359.652,0.256,58.329,,9.30
281.24,64.802,0.033,-89.968,-30.501,-0.003,-9.038,0.516,1.000,0.000,0.110,-0.197,31.811,7.469,0.034,2.799,253.294,359.651,0.153,58.941,,9.32
281.26,64.190,0.033,-90.149,-30.596,-0.002,-8.905,0.516,1.000,0.000,0.106,-0.197,31.865,7.747,-0.016,2.713,253.580,359.650,0.141,59.553,,9.34
281.28,63.577,0.033,-90.326,-30.695,-0.004,-8.756,0.516,1.000,0.000,0.119,-0.199,31.919,8.527,-0.135,2.661,253.864,359.651,0.255,60.165,,9.36
281.30,62.962,0.033,-90.501,-30.790,-0.003,-8.621,0.496,1.000,0.000,0.117,-0.199,31.973,7.813,-0.023,2.703,254.147,359.650,0.202,60.778,,9.38
281.32,62.345,0.033,-90.674,-30.881,-0.002,-8.491,0.496,1.000,0.000,0.106,-0.198,32.026,7.441,0.045,2.649,254.435,359.649,0.115,61.392,,9.40
281.34,61.726,0.033,-90.842,-30.975,-0.003,-8.343,0.496,1.000,0.000,0.115,-0.200,32.078,8.417,-0.114,2.571,254.720,359.649,0.221,62.006,,9.42
281.36,61.105,0.033,-91.008,-31.068,-0.004,-8.196,0.496,1.000,0.000,0.122,-0.202,32.130,8.267,-0.100,2.605,255.001,359.649,0.250,62.621,,9.44
