Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Steering,Throttle,Brake,LocalVelX,LocalVelY,LocalVelZ,AccLat,AccLong,AccVert,Yaw,Pitch,Roll,DistFromIdeal,Curva,LapTime
271.94,-18.294,0.026,-24.348,36.067,-0.043,1.768,0.000,1.000,0.000,0.150,-0.255,36.109,1.321,-3.186,0.481,86.949,359.666,0.911,4.260,,0.02
271.96,-17.573,0.027,-24.291,36.040,0.047,2.061,0.000,1.000,0.000,-0.149,-0.187,36.098,-14.813,4.104,-0.575,86.972,359.634,358.465,4.497,,0.04
271.98,-16.852,0.026,-24.262,36.056,-0.037,1.949,0.167,1.000,0.000,-0.041,-0.253,36.108,5.635,-4.205,0.516,86.971,359.657,359.987,4.811,,0.06
272.00,-16.130,0.027,-24.235,36.057,0.004,1.825,0.167,1.000,0.000,0.123,-0.217,36.102,6.248,1.868,-0.287,86.899,359.655,1.456,5.204,,0.08
272.02,-15.410,0.027,-24.178,36.038,0.026,2.091,0.167,1.000,0.000,-0.129,-0.204,36.097,-13.371,0.912,-0.252,86.889,359.638,359.045,5.683,,0.10
272.04,-14.689,0.026,-24.137,36.052,-0.048,2.089,0.235,1.000,0.000,-0.152,-0.259,36.111,0.196,-3.722,0.700,86.929,359.669,359.185,6.199,,0.12
272.06,-13.967,0.027,-24.117,36.056,0.046,1.776,0.235,1.000,0.000,0.148,-0.187,36.099,15.781,4.261,-0.597,86.937,359.636,1.641,6.742,,0.14
272.08,-13.247,0.026,-24.069,36.060,-0.031,1.846,0.167,1.000,0.000,0.027,-0.247,36.106,-3.479,-3.877,0.321,87.027,359.657,0.013,7.329,,0.16
272.10,-12.526,0.027,-24.020,36.054,0.009,1.919,0.167,1.000,0.000,-0.142,-0.212,36.104,-3.732,1.936,-0.091,87.186,359.655,358.586,7.940,,0.18
272.12,-11.804,0.027,-24.006,36.062,0.030,1.522,0.167,1.000,0.000,0.164,-0.202,36.094,19.897,0.611,-0.501,87.317,359.638,1.238,8.552,,0.20
272.14,-11.083,0.026,-23.973,36.081,-0.072,1.479,0.000,1.000,0.000,0.172,-0.275,36.110,2.088,-5.129,0.812,87.373,359.681,0.797,9.189,,0.22
272.16,-10.362,0.027,-23.924,36.064,0.047,1.632,0.000,1.000,0.000,-0.057,-0.178,36.100,-7.826,5.749,-0.501,87.507,359.646,358.508,9.843,,0.24
272.18,-9.640,0.026,-23.906,36.063,-0.014,1.421,0.000,1.000,0.000,0.061,-0.230,36.090,10.531,-3.075,-0.479,87.644,359.658,0.274,10.495,,0.26
272.20,-8.919,0.026,-23.887,36.068,-0.004,1.278,0.000,1.000,0.000,0.153,-0.222,36.089,7.157,0.285,-0.054,87.720,359.661,1.386,11.155,,0.28
272.22,-8.198,0.027,-23.840,36.051,0.049,1.524,0.000,1.000,0.000,-0.146,-0.187,36.082,-12.375,2.413,-0.371,87.816,359.631,358.893,11.832,,0.30
272.24,-7.477,0.026,-23.813,36.070,-0.044,1.465,0.000,1.000,0.000,-0.116,-0.258,36.099,3.038,-4.594,0.835,87.863,359.662,359.421,12.508,,0.32
272.26,-6.755,0.027,-23.803,36.073,0.037,1.209,0.000,1.000,0.000,0.152,-0.196,36.092,12.928,3.693,-0.314,87.831,359.636,1.567,13.184,,0.34
272.28,-6.034,0.027,-23.764,36.075,-0.014,1.369,0.000,1.000,0.000,0.013,-0.238,36.100,-7.970,-2.600,0.376,87.809,359.644,359.661,13.872,,0.36
272.30,-5.313,0.027,-23.728,36.078,-0.021,1.465,0.000,1.000,0.000,-0.098,-0.240,36.107,-4.827,-0.464,0.335,87.839,359.656,358.685,14.563,,0.38
272.32,-4.590,0.027,-23.720,36.077,0.038,1.193,0.000,1.000,0.000,0.180,-0.198,36.096,13.663,2.669,-0.523,87.814,359.631,1.196,15.250,,0.40
272.34,-3.869,0.026,-23.690,36.096,-0.055,1.281,0.000,1.000,0.000,0.104,-0.267,36.117,-4.383,-4.602,1.058,87.799,359.665,0.448,15.946,,0.42
272.36,-3.147,0.027,-23.647,36.082,0.027,1.501,0.000,1.000,0.000,-0.138,-0.201,36.112,-11.130,3.768,-0.258,87.846,359.644,358.470,16.646,,0.44
272.38,-2.425,0.027,-23.633,36.087,0.000,1.319,0.000,1.000,0.000,0.027,-0.223,36.111,9.099,-1.394,-0.072,87.861,359.646,0.470,17.342,,0.46
272.40,-1.703,0.026,-23.613,36.096,-0.018,1.242,0.000,1.000,0.000,0.123,-0.235,36.116,3.813,-1.010,0.269,87.826,359.660,1.198,18.042,,0.48
272.42,-0.982,0.027,-23.567,36.072,0.050,1.525,0.361,1.000,0.000,-0.168,-0.186,36.103,-14.218,3.099,-0.633,87.853,359.631,358.712,18.748,,0.50
272.44,-0.260,0.026,-23.544,36.097,-0.045,1.446,0.361,1.000,0.000,-0.100,-0.260,36.125,3.991,-4.727,1.077,87.866,359.660,359.648,19.452,,0.52
272.46,0.462,0.027,-23.531,36.100,0.025,1.262,0.361,1.000,0.000,0.123,-0.205,36.121,9.317,3.238,-0.199,87.796,359.642,1.489,20.155,,0.54
272.48,1.184,0.027,-23.489,36.088,0.005,1.457,0.361,1.000,0.000,-0.046,-0.223,36.117,-9.753,-1.100,-0.205,87.766,359.640,359.442,20.864,,0.56
272.50,1.905,0.026,-23.455,36.093,-0.028,1.522,0.526,1.000,0.000,-0.125,-0.246,36.124,-3.237,-1.710,0.366,87.790,359.659,358.885,21.573,,0.58
272.52,2.628,0.027,-23.447,36.090,0.045,1.189,0.516,1.000,0.000,0.184,-0.193,36.109,16.746,3.231,-0.744,87.814,359.630,1.458,22.278,,0.60
272.54,3.350,0.026,-23.416,36.109,-0.056,1.171,0.516,1.000,0.000,0.117,-0.268,36.127,0.896,-5.047,0.877,87.954,359.665,0.465,22.988,,0.62
272.56,4.071,0.027,-23.376,36.101,0.034,1.280,0.245,1.000,0.000,-0.139,-0.195,36.123,-5.614,4.348,-0.209,88.197,359.644,358.526,23.700,,0.64
272.58,4.794,0.027,-23.371,36.099,0.002,0.881,0.245,1.000,0.000,0.086,-0.222,36.109,19.918,-1.880,-0.644,88.460,359.646,0.922,24.407,,0.66
272.60,5.515,0.026,-23.361,36.104,-0.064,0.598,0.245,1.000,0.000,0.170,-0.266,36.107,14.093,-3.679,-0.084,88.770,359.686,1.526,25.116,,0.68
272.62,6.237,0.027,-23.326,36.089,0.077,0.682,0.245,1.000,0.000,-0.134,-0.156,36.095,-4.399,6.931,-0.639,89.134,359.635,358.738,25.829,,0.70
272.64,6.958,0.027,-23.323,36.068,-0.042,0.379,0.000,1.000,0.000,-0.058,-0.244,36.070,15.183,-5.914,-1.193,89.491,359.680,359.878,26.537,,0.72
272.66,7.680,0.027,-23.333,36.059,0.010,0.000,0.000,1.000,0.000,0.168,-0.203,36.058,19.025,1.986,-0.553,89.724,359.671,1.875,27.243,,0.74
272.68,8.402,0.028,-23.317,36.066,0.108,0.117,0.000,1.000,0.000,-0.053,-0.181,36.065,-5.861,4.907,0.385,89.900,359.541,359.829,27.956,,0.76
272.70,9.124,0.029,-23.307,36.081,0.059,0.088,0.000,1.000,0.000,-0.128,-0.262,36.080,1.498,-2.466,0.749,90.072,359.495,358.859,28.667,,0.78
272.72,9.846,0.029,-23.327,36.115,0.031,-0.235,0.000,1.000,0.000,0.229,-0.291,36.114,16.087,-1.708,1.692,89.999,359.497,1.119,29.375,,0.80
272.74,10.566,0.028,-23.325,36.038,-0.116,-0.162,0.000,1.000,0.000,0.156,-0.336,36.037,-3.656,-7.310,-3.887,90.008,359.652,0.376,30.084,,0.82
272.76,11.286,0.028,-23.312,36.057,-0.056,0.050,0.000,1.000,0.000,-0.103,-0.240,36.056,-10.694,2.707,0.940,90.094,359.713,358.520,30.797,,0.84
272.78,12.008,0.026,-23.325,36.075,-0.062,-0.096,0.000,1.000,0.000,0.008,-0.233,36.075,7.312,-0.366,0.918,90.137,359.730,0.417,31.507,,0.86
272.80,12.730,0.025,-23.334,36.094,-0.044,-0.167,0.000,1.000,0.000,0.090,-0.231,36.094,3.554,0.836,0.969,90.115,359.707,1.193,32.218,,0.88
272.82,13.452,0.026,-23.317,36.087,0.048,0.096,0.000,1.000,0.000,-0.169,-0.186,36.087,-13.255,4.321,-0.344,90.121,359.634,358.791,32.934,,0.90
272.84,14.174,0.025,-23.322,36.109,-0.011,0.011,0.000,1.000,0.000,-0.083,-0.250,36.109,4.291,-2.939,1.095,90.117,359.622,359.645,33.647,,0.92
272.86,14.897,0.026,-23.338,36.106,0.061,-0.193,0.000,1.000,0.000,0.155,-0.200,36.106,10.242,3.354,-0.129,90.052,359.593,1.453,34.358,,0.94
272.88,15.619,0.027,-23.325,36.109,0.034,0.009,0.000,1.000,0.000,-0.035,-0.216,36.109,-10.061,-1.449,0.144,90.045,359.604,359.435,35.074,,0.96
272.90,16.341,0.027,-23.319,36.121,-0.015,0.083,0.000,1.000,0.000,-0.138,-0.239,36.120,-3.654,-2.535,0.574,90.094,359.649,358.914,35.790,,0.98
272.92,17.063,0.028,-23.339,36.110,0.042,-0.192,0.000,1.000,0.000,0.146,-0.188,36.110,13.802,2.550,-0.520,90.066,359.640,1.313,36.502,,1.00
272.94,17.785,0.027,-23.335,36.130,-0.059,-0.120,0.000,1.000,0.000,0.089,-0.263,36.129,-3.607,-5.050,0.957,90.047,359.678,0.284,37.218,,1.02
272.96,18.508,0.027,-23.322,36.125,0.001,0.038,0.000,1.000,0.000,-0.105,-0.216,36.124,-7.989,2.819,-0.272,90.114,359.661,358.559,37.935,,1.04
272.98,19.230,0.027,-23.338,36.115,-0.007,-0.160,0.000,1.000,0.000,0.067,-0.229,36.114,9.880,-0.476,-0.477,90.142,359.648,0.600,38.649,,1.06
273.00,19.953,0.026,-23.346,36.120,-0.035,-0.214,0.000,1.000,0.000,0.132,-0.254,36.120,2.712,-1.479,0.280,90.124,359.657,1.050,39.365,,1.08
273.02,20.675,0.027,-23.329,36.107,0.046,0.065,-0.216,1.000,0.000,-0.162,-0.196,36.106,-14.048,3.719,-0.683,90.161,359.623,358.655,40.083,,1.10
273.04,21.397,0.026,-23.336,36.126,-0.035,-0.017,-0.409,1.000,0.000,-0.091,-0.257,36.125,4.126,-4.014,0.970,90.174,359.647,359.774,40.799,,1.12
273.06,22.120,0.027,-23.351,36.121,0.025,-0.180,-0.409,1.000,0.000,0.114,-0.206,36.121,8.193,2.782,-0.235,90.097,359.638,1.445,41.514,,1.14
273.08,22.842,0.027,-23.337,36.118,0.019,0.030,-0.448,1.000,0.000,-0.068,-0.212,36.117,-10.475,-0.422,-0.163,90.065,359.636,359.329,42.232,,1.16
273.10,23.565,0.027,-23.331,36.127,-0.029,0.183,-0.448,1.000,0.000,-0.166,-0.247,36.126,-7.603,-2.584,0.437,89.982,359.661,358.763,42.950,,1.18
273.12,24.287,0.028,-23.346,36.114,0.054,0.070,0.000,1.000,0.000,0.125,-0.180,36.114,5.729,4.069,-0.649,89.685,359.632,1.049,43.666,,1.20
273.14,25.009,0.027,-23.338,36.114,-0.032,0.291,0.000,1.000,0.000,0.116,-0.246,36.115,-11.090,-4.262,0.115,89.353,359.660,0.131,44.384,,1.22
273.16,25.731,0.027,-23.313,36.103,0.005,0.717,0.000,1.000,0.000,-0.138,-0.222,36.109,-21.343,1.145,-0.226,89.092,359.647,358.195,45.104,,1.24
273.18,26.454,0.028,-23.312,36.110,0.091,0.736,0.000,1.000,0.000,0.016,-0.207,36.117,-0.918,4.301,0.419,88.809,359.528,359.857,45.823,,1.26
273.20,27.177,0.029,-23.305,36.112,0.076,0.817,0.000,1.000,0.000,0.120,-0.255,36.120,-4.078,-0.676,0.192,88.506,359.480,1.063,46.542,,1.28
273.22,27.899,0.029,-23.268,36.109,0.009,1.222,0.000,1.000,0.000,-0.206,-0.303,36.128,-20.194,-3.737,0.402,88.398,359.512,358.933,47.263,,1.30
273.24,28.619,0.028,-23.248,36.040,-0.127,1.231,0.000,1.000,0.000,-0.192,-0.336,36.059,-0.483,-6.741,-3.497,88.353,359.670,359.473,47.981,,1.32
273.26,29.340,0.028,-23.240,36.061,-0.054,1.042,0.000,1.000,0.000,0.035,-0.232,36.075,9.549,3.403,0.789,88.280,359.718,1.428,48.698,,1.34
273.28,30.061,0.026,-23.207,36.070,-0.072,1.151,0.000,1.000,0.000,-0.051,-0.240,36.087,-5.434,-0.947,0.601,88.253,359.734,359.793,49.419,,1.36
273.30,30.783,0.025,-23.176,36.079,-0.028,1.219,0.000,1.000,0.000,-0.136,-0.221,36.099,-3.385,2.118,0.575,88.289,359.698,358.799,50.139,,1.38
273.32,31.505,0.026,-23.171,36.078,0.044,0.941,0.000,1.000,0.000,0.133,-0.192,36.090,13.932,3.338,-0.434,88.289,359.631,1.082,50.858,,1.40
273.34,32.227,0.025,-23.147,36.100,-0.006,1.001,0.000,1.000,0.000,0.069,-0.248,36.113,-2.961,-2.475,1.175,88.300,359.617,0.450,51.579,,1.42
273.36,32.949,0.027,-23.111,36.091,0.066,1.215,0.000,1.000,0.000,-0.171,-0.198,36.111,-10.798,3.352,-0.124,88.352,359.587,358.596,52.300,,1.44
273.38,33.671,0.027,-23.102,36.107,0.027,1.029,0.000,1.000,0.000,0.012,-0.224,36.121,9.276,-2.039,0.522,88.345,359.603,0.452,53.020,,1.46
273.40,34.393,0.027,-23.088,36.121,-0.010,0.940,0.000,1.000,0.000,0.138,-0.238,36.132,4.439,-1.955,0.519,88.283,359.643,1.117,53.740,,1.48
273.42,35.115,0.028,-23.049,36.103,0.035,1.200,0.000,1.000,0.000,-0.126,-0.195,36.123,-13.067,2.019,-0.460,88.302,359.639,358.798,54.461,,1.50
273.44,35.838,0.027,-23.032,36.127,-0.060,1.136,0.000,1.000,0.000,-0.067,-0.265,36.143,3.292,-4.770,1.039,88.309,359.676,359.651,55.182,,1.52
273.46,36.560,0.027,-23.024,36.123,0.002,0.970,0.000,1.000,0.000,0.135,-0.217,36.135,8.362,2.925,-0.398,88.240,359.658,1.388,55.902,,1.54
273.48,37.282,0.027,-22.989,36.108,-0.011,1.160,0.000,1.000,0.000,-0.032,-0.233,36.126,-9.545,-0.764,-0.468,88.214,359.649,359.477,56.624,,1.56
273.50,38.004,0.026,-22.960,36.109,-0.030,1.233,0.000,1.000,0.000,-0.118,-0.249,36.129,-3.609,-0.985,0.156,88.239,359.656,358.930,57.345,,1.58
273.52,38.727,0.027,-22.956,36.104,0.044,0.973,0.000,1.000,0.000,0.155,-0.197,36.116,13.072,3.409,-0.657,88.204,359.623,1.248,58.065,,1.60
273.54,39.449,0.026,-22.929,36.123,-0.032,1.051,0.000,1.000,0.000,0.087,-0.257,36.137,-3.894,-3.779,1.060,88.194,359.644,0.275,58.786,,1.62
273.56,40.171,0.027,-22.893,36.114,0.028,1.223,0.000,1.000,0.000,-0.127,-0.208,36.134,-8.713,2.767,-0.181,88.269,359.632,358.597,59.508,,1.64
273.58,40.894,0.027,-22.885,36.117,0.015,1.027,0.000,1.000,0.000,0.044,-0.217,36.131,9.811,-0.755,-0.132,88.297,359.633,0.596,60.228,,1.66
273.60,41.616,0.027,-22.869,36.128,-0.026,0.964,0.000,1.000,0.000,0.121,-0.245,36.140,3.137,-2.082,0.464,88.272,359.656,1.027,60.949,,1.68
273.62,42.338,0.027,-22.829,36.107,0.041,1.227,0.000,1.000,0.000,-0.154,-0.194,36.127,-13.267,3.062,-0.654,88.305,359.632,358.699,61.672,,1.70
273.64,43.061,0.027,-22.813,36.127,-0.044,1.147,0.000,1.000,0.000,-0.084,-0.261,36.144,4.044,-4.275,0.847,88.315,359.658,359.775,62.393,,1.72
273.66,43.784,0.027,-22.804,36.124,0.011,0.990,0.000,1.000,0.000,0.113,-0.216,36.137,7.907,2.556,-0.370,88.241,359.645,1.404,63.113,,1.74
273.68,44.506,0.027,-22.767,36.110,0.007,1.192,0.000,1.000,0.000,-0.062,-0.222,36.129,-10.100,-0.298,-0.359,88.212,359.639,359.357,63.835,,1.76
273.70,45.228,0.026,-22.740,36.119,-0.032,1.246,0.000,1.000,0.000,-0.127,-0.251,36.139,-2.671,-1.998,0.490,88.232,359.657,359.001,64.557,,1.78
273.72,45.951,0.027,-22.736,36.114,0.044,0.975,0.000,1.000,0.000,0.158,-0.195,36.126,13.660,3.491,-0.637,88.197,359.627,1.348,65.278,,1.80
273.74,46.673,0.026,-22.707,36.129,-0.038,1.064,0.000,1.000,0.000,0.078,-0.258,36.144,-4.458,-4.072,0.877,88.189,359.651,0.175,65.999,,1.82
273.76,47.395,0.027,-22.672,36.118,0.015,1.214,0.000,1.000,0.000,-0.115,-0.213,36.137,-7.550,2.434,-0.341,88.267,359.643,358.592,66.722,,1.84
273.78,48.118,0.027,-22.665,36.120,0.016,0.999,0.000,1.000,0.000,0.074,-0.214,36.133,10.748,-0.086,-0.225,88.295,359.636,0.710,67.442,,1.86
273.80,48.840,0.027,-22.648,36.134,-0.033,0.952,0.000,1.000,0.000,0.132,-0.251,36.145,2.290,-2.492,0.622,88.274,359.659,0.962,68.164,,1.88
273.82,49.562,0.027,-22.608,36.112,0.045,1.228,0.000,1.000,0.000,-0.156,-0.193,36.132,-13.909,3.558,-0.636,88.307,359.629,358.599,68.886,,1.90
273.84,50.285,0.027,-22.594,36.131,-0.039,1.132,0.000,1.000,0.000,-0.066,-0.258,36.147,4.851,-4.183,0.753,88.311,359.653,359.882,69.608,,1.92
273.86,51.008,0.027,-22.584,36.127,0.008,0.992,-0.090,1.000,0.000,0.117,-0.217,36.139,7.033,2.203,-0.408,88.233,359.648,1.414,70.329,,1.94
273.88,51.730,0.027,-22.546,36.114,0.017,1.222,-0.090,1.000,0.000,-0.090,-0.213,36.134,-11.506,0.269,-0.247,88.209,359.638,359.215,71.051,,1.96
273.90,52.452,0.026,-22.520,36.123,-0.039,1.259,-0.177,1.000,0.000,-0.142,-0.254,36.144,-1.787,-2.800,0.471,88.235,359.663,359.077,71.773,,1.98
273.92,53.175,0.027,-22.516,36.120,0.046,0.983,-0.177,1.000,0.000,0.148,-0.190,36.133,13.884,3.875,-0.559,88.200,359.631,1.447,72.494,,2.00
273.94,53.897,0.026,-22.484,36.129,-0.035,1.119,0.000,1.000,0.000,0.042,-0.254,36.145,-6.797,-4.042,0.624,88.160,359.653,359.992,73.216,,2.02
273.96,54.619,0.027,-22.448,36.114,0.001,1.324,0.000,1.000,0.000,-0.139,-0.223,36.137,-10.319,1.526,-0.400,88.129,359.651,358.427,73.939,,2.04
273.98,55.342,0.027,-22.441,36.117,0.025,1.142,0.000,1.000,0.000,0.112,-0.206,36.134,9.121,1.057,-0.158,88.006,359.636,0.807,74.660,,2.06
274.00,56.065,0.026,-22.419,36.122,-0.041,1.184,0.000,1.000,0.000,0.159,-0.253,36.140,-2.126,-3.283,0.325,87.864,359.669,0.862,75.382,,2.08
274.02,56.786,0.027,-22.372,36.090,0.043,1.558,0.000,1.000,0.000,-0.174,-0.188,36.123,-18.889,3.690,-0.832,87.812,359.641,358.322,76.104,,2.10
274.04,57.509,0.026,-22.354,36.111,-0.042,1.457,0.000,1.000,0.000,-0.072,-0.255,36.139,5.097,-4.288,0.791,87.803,359.663,0.040,76.826,,2.12
274.06,58.231,0.026,-22.337,36.111,-0.003,1.348,0.000,1.000,0.000,0.073,-0.219,36.136,5.514,1.830,-0.183,87.737,359.660,1.528,77.547,,2.14
274.08,58.953,0.027,-22.289,36.091,0.031,1.624,0.000,1.000,0.000,-0.196,-0.200,36.126,-13.857,1.438,-0.459,87.741,359.639,358.969,78.270,,2.16
274.10,59.675,0.026,-22.259,36.107,-0.052,1.572,-0.429,1.000,0.000,-0.171,-0.261,36.140,2.673,-4.113,0.701,87.783,359.673,359.262,78.992,,2.18
274.12,60.397,0.027,-22.249,36.106,0.047,1.249,-0.429,1.000,0.000,0.145,-0.183,36.127,16.288,4.458,-0.637,87.780,359.642,1.705,79.714,,2.20
274.14,61.119,0.026,-22.209,36.104,-0.021,1.394,-0.429,1.000,0.000,-0.003,-0.236,36.130,-7.269,-3.399,0.142,87.795,359.658,359.774,80.436,,2.22
274.16,61.841,0.026,-22.171,36.100,-0.007,1.491,-0.429,1.000,0.000,-0.132,-0.221,36.130,-4.863,0.565,-0.016,87.853,359.665,358.541,81.158,,2.24
274.18,62.563,0.027,-22.165,36.102,0.045,1.173,-0.293,1.000,0.000,0.191,-0.187,36.120,15.961,2.256,-0.507,87.830,359.639,1.245,81.879,,2.26
274.20,63.285,0.026,-22.134,36.113,-0.061,1.317,-0.070,1.000,0.000,0.106,-0.265,36.136,-7.212,-5.263,0.844,87.740,359.678,0.411,82.602,,2.28
274.22,64.007,0.026,-22.086,36.083,0.024,1.707,-0.070,1.000,0.000,-0.164,-0.200,36.123,-19.674,3.600,-0.647,87.563,359.654,358.029,83.324,,2.30
274.24,64.730,0.027,-22.065,36.086,0.113,1.677,0.000,1.000,0.000,0.046,-0.192,36.125,1.489,4.440,0.112,87.268,359.516,359.643,84.047,,2.32
274.26,65.453,0.029,-22.045,36.086,0.119,1.707,0.000,1.000,0.000,0.220,-0.231,36.126,-1.498,0.352,0.088,86.934,359.453,1.310,84.769,,2.34
274.28,66.174,0.031,-21.992,36.073,0.100,2.096,-0.555,1.000,0.000,-0.138,-0.278,36.133,-19.465,-1.153,0.375,86.896,359.404,359.540,85.492,,2.36
274.30,66.892,0.031,-21.944,35.975,-0.053,2.197,-0.555,1.000,0.000,-0.272,-0.352,36.040,-5.176,-7.665,-4.665,86.947,359.532,359.027,86.212,,2.38
274.32,67.613,0.030,-21.919,36.041,-0.061,1.955,-0.555,1.000,0.000,0.021,-0.309,36.093,12.244,-0.670,2.596,86.852,359.607,1.153,86.933,,2.40
274.34,68.332,0.028,-21.875,35.991,-0.179,1.986,-0.555,1.000,0.000,0.002,-0.339,36.044,-1.690,-5.863,-2.441,86.835,359.745,0.382,87.653,,2.42
274.36,69.051,0.026,-21.822,36.000,-0.087,2.091,-0.555,1.000,0.000,-0.151,-0.244,36.059,-5.334,4.440,0.745,86.924,359.756,358.717,88.374,,2.44
274.38,69.773,0.025,-21.795,36.022,-0.051,1.892,-0.555,1.000,0.000,0.004,-0.230,36.071,10.009,1.707,0.604,86.985,359.716,0.476,89.095,,2.46
274.40,70.494,0.024,-21.761,36.046,-0.009,1.865,-0.342,1.000,0.000,0.068,-0.228,36.093,1.431,2.066,1.111,86.923,359.655,0.919,89.817,,2.48
274.42,71.214,0.025,-21.701,36.013,0.084,2.272,-0.342,1.000,0.000,-0.205,-0.187,36.083,-20.523,4.136,-0.436,86.723,359.578,358.477,90.539,,2.50
274.44,71.935,0.026,-21.666,36.043,0.017,2.316,0.000,1.000,0.000,-0.045,-0.245,36.116,-2.074,-3.358,1.612,86.397,359.585,359.666,91.261,,2.52
274.46,72.657,0.027,-21.634,36.047,0.080,2.267,0.000,1.000,0.000,0.223,-0.186,36.117,2.514,3.073,0.050,86.041,359.587,1.309,91.983,,2.54
274.48,73.376,0.028,-21.567,35.996,0.038,2.699,0.000,1.000,0.000,-0.061,-0.199,36.096,-21.689,-2.491,-0.967,85.814,359.627,358.947,92.705,,2.56
274.50,74.095,0.028,-21.509,35.989,-0.069,2.908,0.000,1.000,0.000,-0.181,-0.258,36.105,-10.313,-5.571,0.415,85.676,359.706,358.841,93.426,,2.58
274.52,74.817,0.028,-21.470,35.986,0.042,2.810,0.000,1.000,0.000,0.039,-0.165,36.095,4.979,5.434,-0.510,85.467,359.673,1.306,94.148,,2.60
274.54,75.535,0.027,-21.405,35.951,-0.061,2.984,-0.148,1.000,0.000,-0.024,-0.253,36.074,-8.827,-5.092,-1.049,85.292,359.695,0.118,94.869,,2.62
274.56,76.253,0.027,-21.333,35.933,-0.011,3.132,-0.148,1.000,0.000,-0.140,-0.225,36.068,-7.472,2.300,-0.293,85.250,359.666,358.629,95.590,,2.64
274.58,76.973,0.027,-21.288,35.944,0.007,2.904,-0.535,1.000,0.000,0.078,-0.226,36.060,11.414,0.744,-0.391,85.252,359.632,0.777,96.312,,2.66
274.60,77.692,0.026,-21.230,35.958,-0.035,2.923,-0.535,1.000,0.000,0.081,-0.264,36.076,-0.911,-2.099,0.790,85.219,359.639,0.773,97.033,,2.68
274.62,78.410,0.027,-21.152,35.928,0.047,3.222,-0.245,1.000,0.000,-0.193,-0.205,36.071,-15.131,3.750,-0.218,85.190,359.607,358.533,8.727,"Curva 1.",2.70
274.64,79.130,0.026,-21.098,35.957,-0.016,3.208,-0.245,1.000,0.000,-0.065,-0.249,36.098,0.835,-3.169,1.338,85.006,359.630,359.852,8.856,"Curva 1.",2.72
274.66,79.850,0.027,-21.043,35.956,0.030,3.244,-0.245,1.000,0.000,0.128,-0.204,36.101,-1.787,2.306,0.166,84.636,359.632,1.027,9.042,"Curva 1.",2.74
274.68,80.567,0.028,-20.959,35.899,0.028,3.689,-0.245,1.000,0.000,-0.079,-0.204,36.088,-22.417,-0.511,-0.609,84.264,359.634,358.837,9.307,"Curva 1.",2.76
274.70,81.285,0.027,-20.886,35.901,-0.049,3.878,0.000,1.000,0.000,-0.101,-0.262,36.109,-9.320,-4.038,1.042,84.001,359.665,359.152,9.610,"Curva 1.",2.78
274.72,82.005,0.028,-20.824,35.900,0.048,3.834,0.000,1.000,0.000,0.096,-0.188,36.104,2.261,4.851,-0.246,83.745,359.628,1.185,9.946,"Curva 1.",2.80
274.74,82.721,0.027,-20.734,35.856,-0.020,4.094,0.000,0.885,0.000,-0.056,-0.244,36.088,-13.134,-3.487,-0.741,83.577,359.645,359.730,10.344,"Curva 1.",2.82
274.76,83.437,0.027,-20.643,35.834,-0.021,4.272,0.000,0.885,0.000,-0.196,-0.243,36.086,-8.963,-0.229,-0.117,83.521,359.655,358.764,10.778,"Curva 1.",2.84
274.78,84.156,0.027,-20.577,35.856,0.024,4.037,0.000,0.710,0.000,0.054,-0.209,36.081,11.869,2.046,-0.233,83.486,359.631,1.053,11.222,"Curva 1.",2.86
274.80,84.873,0.026,-20.493,35.855,-0.051,4.069,0.000,0.710,0.000,0.027,-0.265,36.084,-1.675,-3.776,0.124,83.478,359.661,0.551,11.707,"Curva 1.",2.88
274.82,85.587,0.027,-20.395,35.797,0.028,4.249,0.000,0.570,0.000,-0.184,-0.198,36.047,-9.315,3.769,-1.834,83.531,359.648,358.642,12.224,"Curva 1.",2.90
274.84,86.304,0.027,-20.325,35.772,-0.006,4.056,0.000,0.570,0.000,0.001,-0.212,36.001,9.433,-1.730,-2.320,83.527,359.672,0.364,12.742,"Curva 1.",2.92
274.86,87.018,0.027,-20.252,35.701,-0.010,3.940,0.000,0.570,0.000,0.135,-0.193,35.917,5.313,-0.284,-4.186,83.480,359.711,1.164,13.279,"Curva 1.",2.94
274.88,87.728,0.028,-20.153,35.561,0.046,4.183,0.000,0.480,0.000,-0.141,-0.133,35.806,-12.904,2.542,-5.569,83.521,359.718,358.860,13.847,"Curva 1.",2.96
274.90,88.437,0.028,-20.076,35.452,-0.030,4.100,0.400,0.276,0.000,-0.070,-0.174,35.688,3.556,-3.738,-5.902,83.519,359.770,359.616,14.414,"Curva 1.",2.98
274.92,89.145,0.029,-20.010,35.335,0.033,3.889,0.400,0.276,0.000,0.159,-0.113,35.548,9.884,2.937,-7.017,83.458,359.770,1.402,14.985,"Curva 1.",3.00
274.94,89.847,0.029,-19.917,35.153,0.012,4.055,0.400,0.276,0.000,-0.035,-0.124,35.385,-9.284,-1.132,-8.129,83.478,359.781,359.509,15.579,"Curva 1.",3.02
274.96,90.545,0.029,-19.831,34.953,-0.011,4.107,0.400,0.276,0.000,-0.122,-0.131,35.193,-3.706,-1.181,-9.634,83.500,359.809,358.916,16.176,"Curva 1.",3.04
